"Notes"	"Year"	"Year Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	Deaths	Population	Crude Rate
	"1999"	"1999"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	6061	279040168	2.2
	"1999"	"1999"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	398	279040168	0.1
	"1999"	"1999"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	3917	279040168	1.4
	"1999"	"1999"	"Discharge of firearms, undetermined intent (Y22-Y24)"	"GR113-132"	324	279040168	0.1
	"1999"	"1999"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	3593	279040168	1.3
	"1999"	"1999"	"#Operations of war and their sequelae (Y36,Y89.1)"	"GR113-134"	23	279040168	0.0
	"1999"	"1999"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	2823	279040168	1.0
	"1999"	"1999"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	793	279040168	0.3
	"2000"	"2000"	"#Salmonella infections (A01-A02)"	"GR113-001"	28	281421906	0.0
	"2000"	"2000"	"#Shigellosis and amebiasis (A03,A06)"	"GR113-002"	12	281421906	Unreliable
	"2000"	"2000"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	1328	281421906	0.5
	"2000"	"2000"	"#Tuberculosis (A16-A19)"	"GR113-004"	776	281421906	0.3
	"2000"	"2000"	"Respiratory tuberculosis (A16)"	"GR113-005"	615	281421906	0.2
	"2000"	"2000"	"Other tuberculosis (A17-A19)"	"GR113-006"	161	281421906	0.1
	"2000"	"2000"	"#Whooping cough (A37)"	"GR113-007"	12	281421906	Unreliable
	"2000"	"2000"	"#Scarlet fever and erysipelas (A38,A46)"	"GR113-008"	2	281421906	Unreliable
	"2000"	"2000"	"#Meningococcal infection (A39)"	"GR113-009"	211	281421906	0.1
	"2000"	"2000"	"#Septicemia (A40-A41)"	"GR113-010"	31224	281421906	11.1
	"2000"	"2000"	"#Syphilis (A50-A53)"	"GR113-011"	41	281421906	0.0
	"2000"	"2000"	"#Arthropod-borne viral encephalitis (A83-A84,A85.2)"	"GR113-013"	2	281421906	Unreliable
	"2000"	"2000"	"#Measles (B05)"	"GR113-014"	1	281421906	Unreliable
	"2000"	"2000"	"#Viral hepatitis (B15-B19)"	"GR113-015"	5357	281421906	1.9
	"2000"	"2000"	"#Human immunodeficiency virus (HIV) disease (B20-B24)"	"GR113-016"	14478	281421906	5.1
	"2000"	"2000"	"#Malaria (B50-B54)"	"GR113-017"	3	281421906	Unreliable
	"2000"	"2000"	"Other and unspecified infectious and parasitic diseases and their sequelae (A00,A05,A20-A36,A42-A44,A48-A49,A54-A79,A81-A82,A85.0-A85.1,A85.8,A86-B04,B06-B09,B25-B49,B55-B99)"	"GR113-018"	5532	281421906	2.0
	"2000"	"2000"	"#Malignant neoplasms (C00-C97)"	"GR113-019"	553091	281421906	196.5
	"2000"	"2000"	"Malignant neoplasms of lip, oral cavity and pharynx (C00-C14)"	"GR113-020"	7492	281421906	2.7
	"2000"	"2000"	"Malignant neoplasm of esophagus (C15)"	"GR113-021"	12232	281421906	4.3
	"2000"	"2000"	"Malignant neoplasm of stomach (C16)"	"GR113-022"	12645	281421906	4.5
	"2000"	"2000"	"Malignant neoplasms of colon, rectum and anus (C18-C21)"	"GR113-023"	57477	281421906	20.4
	"2000"	"2000"	"Malignant neoplasms of liver and intrahepatic bile ducts (C22)"	"GR113-024"	12916	281421906	4.6
	"2000"	"2000"	"Malignant neoplasm of pancreas (C25)"	"GR113-025"	29332	281421906	10.4
	"2000"	"2000"	"Malignant neoplasm of larynx (C32)"	"GR113-026"	3861	281421906	1.4
	"2000"	"2000"	"Malignant neoplasms of trachea, bronchus and lung (C33-C34)"	"GR113-027"	155521	281421906	55.3
	"2000"	"2000"	"Malignant melanoma of skin (C43)"	"GR113-028"	7420	281421906	2.6
	"2000"	"2000"	"Malignant neoplasm of breast (C50)"	"GR113-029"	42300	281421906	15.0
	"2000"	"2000"	"Malignant neoplasm of cervix uteri (C53)"	"GR113-030"	4200	281421906	1.5
	"2000"	"2000"	"Malignant neoplasms of corpus uteri and uterus, part unspecified (C54-C55)"	"GR113-031"	6586	281421906	2.3
	"2000"	"2000"	"Malignant neoplasm of ovary (C56)"	"GR113-032"	14060	281421906	5.0
	"2000"	"2000"	"Malignant neoplasm of prostate (C61)"	"GR113-033"	31078	281421906	11.0
	"2000"	"2000"	"Malignant neoplasms of kidney and renal pelvis (C64-C65)"	"GR113-034"	11736	281421906	4.2
	"2000"	"2000"	"Malignant neoplasm of bladder (C67)"	"GR113-035"	12002	281421906	4.3
	"2000"	"2000"	"Malignant neoplasms of meninges, brain and other parts of central nervous system (C70-C72)"	"GR113-036"	12655	281421906	4.5
	"2000"	"2000"	"Malignant neoplasms of lymphoid, hematopoietic and related tissue (C81-C96)"	"GR113-037"	56518	281421906	20.1
	"2000"	"2000"	"Hodgkin disease (C81)"	"GR113-038"	1287	281421906	0.5
	"2000"	"2000"	"Non-Hodgkin lymphoma (C82-C85)"	"GR113-039"	22729	281421906	8.1
	"2000"	"2000"	"Leukemia (C91-C95)"	"GR113-040"	21339	281421906	7.6
	"2000"	"2000"	"Multiple myeloma and immunoproliferative neoplasms (C88,C90)"	"GR113-041"	11063	281421906	3.9
	"2000"	"2000"	"Other and unspecified malignant neoplasms of lymphoid, hematopoietic and related tissue (C96)"	"GR113-042"	100	281421906	0.0
	"2000"	"2000"	"All other and unspecified malignant neoplasms (C17,C23-C24,C26-C31,C37-C41,C44-C49,C51-C52,C57-C60,C62-C63,C66,C68-C69,C73-C80,C97)"	"GR113-043"	63060	281421906	22.4
	"2000"	"2000"	"#In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior (D00-D48)"	"GR113-044"	13546	281421906	4.8
	"2000"	"2000"	"#Anemias (D50-D64)"	"GR113-045"	4494	281421906	1.6
	"2000"	"2000"	"#Diabetes mellitus (E10-E14)"	"GR113-046"	69301	281421906	24.6
	"2000"	"2000"	"#Nutritional deficiencies (E40-E64)"	"GR113-047"	4242	281421906	1.5
	"2000"	"2000"	"Malnutrition (E40-E46)"	"GR113-048"	3926	281421906	1.4
	"2000"	"2000"	"Other nutritional deficiencies (E50-E64)"	"GR113-049"	316	281421906	0.1
	"2000"	"2000"	"#Meningitis (G00,G03)"	"GR113-050"	758	281421906	0.3
	"2000"	"2000"	"#Parkinson disease (G20-G21)"	"GR113-051"	15682	281421906	5.6
	"2000"	"2000"	"#Alzheimer disease (G30)"	"GR113-052"	49558	281421906	17.6
	"2000"	"2000"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	936923	281421906	332.9
	"2000"	"2000"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	710760	281421906	252.6
	"2000"	"2000"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	3582	281421906	1.3
	"2000"	"2000"	"Hypertensive heart disease (I11)"	"GR113-056"	23761	281421906	8.4
	"2000"	"2000"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	2785	281421906	1.0
	"2000"	"2000"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	515204	281421906	183.1
	"2000"	"2000"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	192898	281421906	68.5
	"2000"	"2000"	"Other acute ischemic heart diseases (I24)"	"GR113-060"	3363	281421906	1.2
	"2000"	"2000"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	318943	281421906	113.3
	"2000"	"2000"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	69554	281421906	24.7
	"2000"	"2000"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	249389	281421906	88.6
	"2000"	"2000"	"Other heart diseases (I26-I51)"	"GR113-064"	165428	281421906	58.8
	"2000"	"2000"	"Acute and subacute endocarditis (I33)"	"GR113-065"	1172	281421906	0.4
	"2000"	"2000"	"Diseases of pericardium and acute myocarditis (I30-I31,I40)"	"GR113-066"	767	281421906	0.3
	"2000"	"2000"	"Heart failure (I50)"	"GR113-067"	55704	281421906	19.8
	"2000"	"2000"	"All other forms of heart disease (I26-I28,I34-I38,I42-I49,I51)"	"GR113-068"	107785	281421906	38.3
	"2000"	"2000"	"#Essential hypertension and hypertensive renal disease (I10,I12,I15)"	"GR113-069"	18073	281421906	6.4
	"2000"	"2000"	"#Cerebrovascular diseases (I60-I69)"	"GR113-070"	167661	281421906	59.6
	"2000"	"2000"	"#Atherosclerosis (I70)"	"GR113-071"	14393	281421906	5.1
	"2000"	"2000"	"Other diseases of circulatory system (I71-I78)"	"GR113-072"	26036	281421906	9.3
	"2000"	"2000"	"#Aortic aneurysm and dissection (I71)"	"GR113-073"	15810	281421906	5.6
	"2000"	"2000"	"Other diseases of arteries, arterioles and capillaries (I72-I78)"	"GR113-074"	10226	281421906	3.6
	"2000"	"2000"	"Other disorders of circulatory system (I80-I99)"	"GR113-075"	4603	281421906	1.6
	"2000"	"2000"	"#Influenza and pneumonia (J09-J18)"	"GR113-076"	65313	281421906	23.2
	"2000"	"2000"	"Influenza (J09-J11)"	"GR113-077"	1765	281421906	0.6
	"2000"	"2000"	"Pneumonia (J12-J18)"	"GR113-078"	63548	281421906	22.6
	"2000"	"2000"	"Other acute lower respiratory infections (J20-J22,U04)"	"GR113-079"	425	281421906	0.2
	"2000"	"2000"	"#Acute bronchitis and bronchiolitis (J20-J21)"	"GR113-080"	290	281421906	0.1
	"2000"	"2000"	"Other and unspecified acute lower respiratory infections (J22,U04)"	"GR113-081"	135	281421906	0.0
	"2000"	"2000"	"#Chronic lower respiratory diseases (J40-J47)"	"GR113-082"	122009	281421906	43.4
	"2000"	"2000"	"Bronchitis, chronic and unspecified (J40-J42)"	"GR113-083"	1167	281421906	0.4
	"2000"	"2000"	"Emphysema (J43)"	"GR113-084"	16700	281421906	5.9
	"2000"	"2000"	"Asthma (J45-J46)"	"GR113-085"	4487	281421906	1.6
	"2000"	"2000"	"Other chronic lower respiratory diseases (J44,J47)"	"GR113-086"	99655	281421906	35.4
	"2000"	"2000"	"#Pneumoconioses and chemical effects (J60-J66,J68)"	"GR113-087"	1161	281421906	0.4
	"2000"	"2000"	"#Pneumonitis due to solids and liquids (J69)"	"GR113-088"	16636	281421906	5.9
	"2000"	"2000"	"Other diseases of respiratory system (J00-J06,J30- J39,J67,J70-J98)"	"GR113-089"	25535	281421906	9.1
	"2000"	"2000"	"#Peptic ulcer (K25-K28)"	"GR113-090"	4558	281421906	1.6
	"2000"	"2000"	"#Diseases of appendix (K35-K38)"	"GR113-091"	435	281421906	0.2
	"2000"	"2000"	"#Hernia (K40-K46)"	"GR113-092"	1522	281421906	0.5
	"2000"	"2000"	"#Chronic liver disease and cirrhosis (K70,K73-K74)"	"GR113-093"	26552	281421906	9.4
	"2000"	"2000"	"Alcoholic liver disease (K70)"	"GR113-094"	12109	281421906	4.3
	"2000"	"2000"	"Other chronic liver disease and cirrhosis (K73-K74)"	"GR113-095"	14443	281421906	5.1
	"2000"	"2000"	"#Cholelithiasis and other disorders of gallbladder (K80-K82)"	"GR113-096"	2810	281421906	1.0
	"2000"	"2000"	"#Nephritis, nephrotic syndrome and nephrosis (N00-N07,N17-N19,N25-N27)"	"GR113-097"	37251	281421906	13.2
	"2000"	"2000"	"Acute and rapidly progressive nephritic and nephrotic syndrome (N00-N01,N04)"	"GR113-098"	177	281421906	0.1
	"2000"	"2000"	"Chronic glomerulonephritis, nephritis and nephropathy not specified as acute or chronic, and renal sclerosis unspecified (N02-N03,N05-N07,N26)"	"GR113-099"	556	281421906	0.2
	"2000"	"2000"	"Renal failure (N17-N19)"	"GR113-100"	36471	281421906	13.0
	"2000"	"2000"	"Other disorders of kidney (N25,N27)"	"GR113-101"	47	281421906	0.0
	"2000"	"2000"	"#Infections of kidney (N10-N12,N13.6,N15.1)"	"GR113-102"	813	281421906	0.3
	"2000"	"2000"	"#Hyperplasia of prostate (N40)"	"GR113-103"	433	281421906	0.2
	"2000"	"2000"	"#Inflammatory diseases of female pelvic organs (N70-N76)"	"GR113-104"	120	281421906	0.0
	"2000"	"2000"	"#Pregnancy, childbirth and the puerperium (O00-O99)"	"GR113-105"	404	281421906	0.1
	"2000"	"2000"	"Pregnancy with abortive outcome (O00-O07)"	"GR113-106"	37	281421906	0.0
	"2000"	"2000"	"Other complications of pregnancy, childbirth and the puerperium (O10-O99)"	"GR113-107"	367	281421906	0.1
	"2000"	"2000"	"#Certain conditions originating in the perinatal period (P00-P96)"	"GR113-108"	14069	281421906	5.0
	"2000"	"2000"	"#Congenital malformations, deformations and chromosomal abnormalities (Q00-Q99)"	"GR113-109"	10578	281421906	3.8
	"2000"	"2000"	"Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified (R00-R99)"	"GR113-110"	31876	281421906	11.3
	"2000"	"2000"	"All other diseases (Residual) "	"GR113-111"	178378	281421906	63.4
